'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:00.419',46.201,3.800,-11.300,1.900,-6.800,0.579
'0:00.420',46.001,3.900,-10.800,1.400,-5.800,0.822
'0:00.421',47.301,4.500,-9.600,0.800,-5.100,0.822
'0:00.422',49.301,5.600,-8.200,0.500,-4.400,0.822
'0:00.423',50.701,6.900,-7.400,0.600,-3.900,0.822
'0:00.424',50.401,8.000,-7.500,1.000,-3.400,0.822
'0:00.425',48.601,8.500,-8.500,1.600,-2.900,0.822
'0:00.426',46.801,8.300,-10.000,2.100,-2.800,0.822
'0:00.427',46.601,7.700,-11.300,2.300,-3.200,0.822
'0:00.428',48.701,7.100,-11.700,2.200,-4.000,0.822
'0:00.429',52.001,6.900,-11.000,1.800,-5.100,0.822
'0:00.430',54.601,7.000,-9.700,1.100,-6.000,0.579
'0:00.431',55.001,7.200,-8.100,0.300,-6.500,0.579
'0:00.432',52.801,7.100,-7.100,-0.500,-6.400,0.579
'0:00.433',49.301,6.400,-6.800,-1.100,-6.100,0.579
'0:00.434',46.001,5.300,-7.100,-1.700,-5.800,0.579
'0:00.435',44.301,4.100,-7.400,-1.900,-5.700,0.579
'0:00.436',44.101,3.300,-7.500,-1.900,-5.700,0.579
'0:00.437',44.601,3.200,-7.000,-1.600,-5.800,0.579
'0:00.438',45.001,3.700,-6.100,-0.900,-5.500,0.579
'0:00.439',44.801,4.600,-5.100,0.100,-4.700,0.579
'0:00.440',44.201,5.600,-4.400,1.200,-3.600,0.668
'0:00.441',43.701,6.300,-4.100,2.300,-2.600,0.668
'0:00.442',43.701,6.700,-4.300,3.100,-1.900,0.668
'0:00.443',44.201,6.700,-4.600,3.500,-1.800,0.668
'0:00.444',44.901,6.700,-4.900,3.400,-2.100,0.668
'0:00.445',45.301,6.800,-4.900,3.100,-2.800,0.668
'0:00.446',45.101,7.100,-4.500,2.600,-3.300,0.668
'0:00.447',44.301,7.800,-3.800,2.100,-3.700,0.668
'0:00.448',43.101,8.600,-3.000,1.800,-3.600,0.668
'0:00.449',42.001,9.500,-2.500,1.700,-3.300,0.668
'0:00.450',41.501,10.200,-2.200,1.800,-2.600,0.680
'0:00.451',42.001,10.700,-2.400,2.100,-1.800,0.680
'0:00.452',43.301,11.100,-2.700,2.600,-0.900,0.680
'0:00.453',44.701,11.600,-3.000,3.300,-0.100,0.680
'0:00.454',45.501,12.200,-3.000,4.200,0.400,0.680
'0:00.455',45.101,12.900,-2.700,5.000,0.500,0.680
'0:00.456',43.901,13.300,-2.400,5.500,0.200,0.680
'0:00.457',42.401,13.000,-2.200,5.300,-0.500,0.680
'0:00.458',41.301,12.200,-2.300,4.400,-1.100,0.680
'0:00.459',40.701,10.800,-2.700,3.100,-1.500,0.680
'0:00.460',40.401,9.600,-2.800,1.800,-1.400,0.708
'0:00.461',39.701,8.900,-2.400,1.100,-1.100,0.708
'0:00.462',38.601,8.700,-1.200,1.000,-0.800,0.708
'0:00.463',37.601,9.100,0.400,1.300,-0.700,0.708
'0:00.464',37.201,9.400,1.800,1.500,-1.300,0.708
'0:00.465',37.701,9.300,2.300,1.200,-2.300,0.708
'0:00.466',38.801,8.600,1.700,0.300,-3.600,0.708
'0:00.467',39.701,7.600,0.000,-0.800,-4.600,0.708
'0:00.468',40.101,6.700,-2.200,-1.700,-5.100,0.708
'0:00.469',40.301,6.200,-4.300,-2.000,-5.000,0.708
'0:00.470',40.901,6.200,-6.000,-1.900,-4.600,0.579
'0:00.471',42.501,6.400,-7.100,-1.500,-4.300,0.579
'0:00.472',44.601,6.500,-7.800,-1.300,-4.500,0.579
'0:00.473',46.201,6.300,-8.500,-1.500,-5.100,0.579
'0:00.474',45.801,5.700,-9.200,-2.100,-5.900,0.579
'0:00.475',43.101,4.900,-9.900,-3.000,-6.400,0.579
'0:00.476',38.901,4.100,-10.300,-3.900,-6.400,0.579
'0:00.477',34.701,3.500,-10.500,-4.700,-6.000,0.579
'0:00.478',32.100,3.200,-10.200,-5.300,-5.500,0.579
'0:00.479',31.800,3.200,-9.600,-5.500,-5.200,0.579
'0:00.480',33.501,3.400,-8.800,-5.400,-5.000,0.822
'0:00.481',36.401,3.600,-7.800,-4.800,-4.800,0.822
'0:00.482',39.101,3.800,-6.900,-3.900,-4.500,0.822
'0:00.483',40.701,3.800,-6.000,-3.000,-4.000,0.822
'0:00.484',40.601,3.800,-5.500,-2.100,-3.400,0.822
'0:00.485',38.601,3.700,-5.100,-1.400,-3.100,0.822
'0:00.486',35.301,3.600,-4.900,-1.000,-3.300,0.822
'0:00.487',31.900,3.500,-4.800,-0.900,-3.900,0.822
'0:00.488',29.900,3.400,-4.600,-1.100,-4.700,0.822
'0:00.489',30.300,3.100,-4.500,-1.600,-5.500,0.822
'0:00.490',33.301,2.700,-4.400,-2.600,-6.100,0.579
'0:00.491',37.901,2.300,-4.500,-3.700,-6.400,0.579
'0:00.492',42.301,2.100,-4.700,-4.700,-6.400,0.579
'0:00.493',44.801,2.600,-4.900,-5.000,-6.300,0.579
'0:00.494',45.001,3.600,-4.900,-4.600,-5.800,0.579
'0:00.495',43.601,4.800,-4.600,-3.500,-5.100,0.579
'0:00.496',42.101,5.900,-4.000,-2.400,-4.100,0.579
'0:00.497',41.501,6.400,-3.200,-1.600,-3.100,0.579
'0:00.498',42.101,6.100,-2.400,-1.500,-2.200,0.579
'0:00.499',43.301,5.400,-1.800,-1.900,-1.900,0.579
'0:00.500',44.201,4.700,-1.400,-2.300,-2.200,0.668
'0:00.501',44.601,4.300,-1.200,-2.600,-3.000,0.668
'0:00.502',44.901,4.200,-1.000,-2.700,-3.800,0.668
'0:00.503',45.601,4.400,-1.000,-2.800,-4.400,0.668
'0:00.504',46.701,4.300,-1.000,-3.200,-4.600,0.668
'0:00.505',47.701,3.900,-1.200,-3.700,-4.300,0.668
'0:00.506',47.501,3.400,-1.700,-4.200,-3.900,0.668
'0:00.507',45.901,2.900,-2.200,-4.200,-3.600,0.668
'0:00.508',43.501,2.900,-2.600,-3.700,-3.500,0.668
'0:00.509',41.701,3.400,-2.600,-2.700,-3.600,0.668
'0:00.510',41.601,4.200,-2.300,-1.900,-3.800,0.680
'0:00.511',43.501,5.000,-1.800,-1.600,-3.800,0.680
'0:00.512',45.701,5.600,-1.400,-1.800,-3.600,0.680
'0:00.513',46.501,6.000,-1.400,-2.400,-3.100,0.680
'0:00.514',44.701,6.100,-1.800,-2.800,-2.600,0.680
'0:00.515',40.701,6.100,-2.200,-2.700,-2.200,0.680
'0:00.516',36.501,6.100,-2.200,-2.100,-2.000,0.680
'0:00.517',34.301,6.200,-1.700,-1.400,-1.800,0.680
'0:00.518',34.901,6.400,-0.600,-1.000,-1.600,0.680
'0:00.519',37.401,6.400,0.600,-1.200,-1.300,0.680
'0:00.520',39.701,6.300,1.100,-2.000,-1.200,0.696
'0:00.521',40.101,5.700,0.800,-3.200,-1.200,0.696
'0:00.522',37.901,4.500,-0.600,-4.700,-1.700,0.696
'0:00.523',34.101,3.000,-2.300,-6.100,-2.500,0.696
'0:00.524',30.500,1.400,-3.700,-7.300,-3.700,0.696
'0:00.525',28.800,0.300,-4.200,-8.200,-4.800,0.696
'0:00.526',29.500,0.100,-3.900,-8.400,-5.500,0.696
'0:00.527',32.100,0.600,-3.000,-8.000,-5.800,0.696
'0:00.528',35.201,1.600,-2.400,-7.300,-5.600,0.696
'0:00.529',37.501,2.600,-2.500,-6.400,-5.200,0.696
'0:00.530',38.101,3.200,-3.300,-5.800,-4.800,0.579
'0:00.531',36.901,3.400,-4.400,-5.600,-4.500,0.579
'0:00.532',34.401,3.400,-5.200,-5.500,-4.400,0.579
'0:00.533',31.800,3.500,-5.500,-5.400,-4.300,0.579
'0:00.534',30.000,3.700,-5.300,-5.100,-4.400,0.579
'0:00.535',29.800,3.800,-5.100,-4.500,-4.400,0.579
'0:00.536',30.600,3.500,-5.500,-4.000,-4.600,0.579
'0:00.537',31.400,2.800,-6.300,-3.900,-4.700,0.579
'0:00.538',30.900,1.900,-7.400,-4.100,-4.800,0.579
'0:00.539',28.700,1.200,-7.900,-4.500,-4.600,0.579
'0:00.540',25.400,1.100,-7.400,-4.700,-4.000,0.822
'0:00.541',22.900,1.600,-5.800,-4.400,-3.000,0.822
'0:00.542',22.700,2.600,-3.600,-3.700,-1.900,0.822
'0:00.543',25.200,3.600,-1.300,-2.900,-1.000,0.822
'0:00.544',29.000,4.500,0.500,-2.200,-0.300,0.822
'0:00.545',32.000,5.100,1.400,-1.800,0.100,0.822
'0:00.546',32.500,5.700,1.500,-1.500,0.400,0.822
'0:00.547',30.300,6.400,1.200,-1.100,0.900,0.822
'0:00.548',26.600,7.300,0.900,-0.500,1.700,0.822
'0:00.549',23.600,8.500,1.000,0.000,2.500,0.822
'0:00.550',22.600,9.600,1.300,0.100,2.900,0.579
'0:00.551',24.000,10.200,1.700,-0.400,2.400,0.579
'0:00.552',26.500,10.100,1.800,-1.500,1.100,0.579
'0:00.553',28.500,9.100,1.500,-2.700,-0.800,0.579
'0:00.554',28.600,7.500,1.000,-3.400,-2.500,0.579
'0:00.555',26.700,5.900,0.400,-3.500,-3.400,0.579
'0:00.556',24.000,4.600,0.100,-3.100,-3.300,0.579
'0:00.557',21.600,4.000,0.100,-2.600,-2.500,0.579
'0:00.558',20.800,3.900,0.300,-2.400,-1.500,0.579
'0:00.559',21.500,4.100,0.200,-2.700,-0.700,0.579
'0:00.560',23.200,4.000,-0.400,-3.100,-0.600,0.668
'0:00.561',24.800,3.500,-1.400,-3.400,-1.100,0.668
'0:00.562',25.800,2.600,-2.800,-3.200,-2.000,0.668
'0:00.563',25.900,1.700,-4.200,-2.800,-2.900,0.668
'0:00.564',25.600,1.100,-5.400,-2.500,-3.600,0.668
'0:00.565',25.300,0.800,-6.600,-2.600,-4.100,0.668
'0:00.566',25.000,0.600,-7.600,-3.200,-4.300,0.668
'0:00.567',24.400,0.300,-8.400,-4.100,-4.400,0.668
'0:00.568',23.100,-0.400,-9.000,-5.000,-4.300,0.668
'0:00.569',21.200,-1.100,-9.000,-5.500,-4.100,0.668
'0:00.570',19.500,-1.800,-8.600,-5.700,-3.900,0.680
'0:00.571',19.100,-1.900,-8.000,-5.600,-3.700,0.680
'0:00.572',20.400,-1.600,-7.400,-5.500,-3.700,0.680
'0:00.573',23.000,-1.000,-7.100,-5.600,-3.700,0.680
'0:00.574',25.300,-0.400,-7.400,-5.800,-3.900,0.680
'0:00.575',25.800,-0.100,-8.100,-6.300,-4.100,0.680
'0:00.576',24.000,-0.300,-9.000,-6.900,-4.300,0.680
'0:00.577',20.600,-0.900,-9.900,-7.700,-4.300,0.680
'0:00.578',17.500,-1.700,-10.500,-8.400,-4.300,0.680
'0:00.579',16.200,-2.400,-10.800,-9.000,-4.100,0.680
'0:00.580',17.100,-2.800,-10.700,-9.200,-3.700,0.720
'0:00.581',19.300,-2.900,-10.100,-8.800,-3.100,0.720
'0:00.582',21.300,-2.600,-9.300,-8.000,-2.600,0.720
'0:00.583',22.100,-2.000,-8.500,-6.900,-2.200,0.720
'0:00.584',21.400,-1.200,-8.000,-6.100,-2.300,0.720
'0:00.585',20.300,-0.700,-7.900,-5.700,-2.900,0.720
'0:00.586',19.500,-0.700,-8.100,-5.900,-3.800,0.720
'0:00.587',19.600,-1.000,-8.200,-6.400,-4.800,0.720
'0:00.588',19.900,-1.500,-8.200,-7.100,-5.500,0.720
'0:00.589',19.800,-1.900,-7.900,-7.500,-5.700,0.720
'0:00.590',18.600,-1.800,-7.400,-7.400,-5.300,0.579
'0:00.591',16.500,-1.400,-7.000,-7.000,-4.600,0.579
'0:00.592',14.300,-0.700,-6.900,-6.300,-3.800,0.579
'0:00.593',13.000,-0.200,-6.900,-5.600,-3.200,0.579
'0:00.594',12.800,0.000,-7.000,-5.200,-2.900,0.579
'0:00.595',13.500,-0.100,-6.900,-5.100,-2.700,0.579
'0:00.596',14.300,-0.200,-6.600,-5.400,-2.700,0.579
'0:00.597',14.600,-0.200,-6.200,-5.800,-2.600,0.579
'0:00.598',14.400,0.100,-5.800,-6.000,-2.500,0.579
'0:00.599',13.800,0.400,-5.600,-5.900,-2.200,0.579
'0:00.600',13.200,0.800,-5.400,-5.300,-1.900,0.822
'0:00.601',12.900,1.000,-5.200,-4.600,-1.700,0.822
'0:00.602',12.900,1.100,-5.100,-3.900,-1.500,0.822
'0:00.603',13.200,1.300,-5.100,-3.500,-1.400,0.822
'0:00.604',13.600,1.600,-5.300,-3.500,-1.400,0.822
'0:00.605',13.900,2.000,-5.800,-3.800,-1.500,0.822
'0:00.606',14.000,2.200,-6.400,-4.200,-1.500,0.822
'0:00.607',14.000,2.400,-6.800,-4.500,-1.500,0.822
'0:00.608',14.100,2.500,-6.800,-4.600,-1.500,0.822
'0:00.609',14.600,2.500,-6.400,-4.400,-1.500,0.822
'0:00.610',15.200,2.600,-6.100,-4.300,-1.700,0.579
'0:00.611',15.500,2.800,-6.000,-4.100,-1.900,0.579
'0:00.612',14.900,2.900,-6.500,-4.100,-2.100,0.579
'0:00.613',13.300,3.000,-7.200,-4.000,-2.000,0.579
'0:00.614',11.100,3.000,-7.700,-3.900,-1.500,0.579
'0:00.615',9.400,3.100,-7.800,-3.600,-0.900,0.579
'0:00.616',8.900,3.400,-7.300,-3.300,-0.400,0.579
'0:00.617',10.200,3.700,-6.600,-2.900,-0.300,0.579
'0:00.618',12.500,4.000,-6.100,-2.300,-0.700,0.579
'0:00.619',14.500,4.100,-6.100,-1.700,-1.400,0.579
'0:00.620',15.000,3.700,-6.200,-1.200,-2.000,0.668
'0:00.621',13.800,3.000,-6.300,-0.900,-2.200,0.668
'0:00.622',11.600,2.200,-6.100,-1.000,-2.000,0.668
'0:00.623',9.900,1.700,-5.500,-1.600,-1.500,0.668
'0:00.624',9.600,1.600,-4.800,-2.300,-1.100,0.668
'0:00.625',10.700,2.000,-4.100,-3.000,-0.900,0.668
'0:00.626',12.300,2.800,-3.600,-3.200,-1.200,0.668
'0:00.627',13.500,3.600,-3.300,-2.900,-1.800,0.668
'0:00.628',13.800,4.100,-3.100,-2.600,-2.800,0.668
'0:00.629',13.300,4.100,-3.100,-2.700,-4.000,0.668
'0:00.630',12.600,3.500,-3.700,-3.400,-5.300,0.680
'0:00.631',11.900,2.400,-4.900,-4.900,-6.600,0.680
'0:00.632',11.300,1.100,-6.600,-6.700,-7.700,0.680
'0:00.633',10.600,0.000,-8.400,-8.200,-8.400,0.680
'0:00.634',9.600,-0.500,-9.500,-8.700,-8.400,0.680
'0:00.635',9.100,-0.300,-9.600,-8.300,-7.800,0.680
'0:00.636',9.600,0.500,-8.600,-7.000,-6.800,0.680
'0:00.637',11.800,1.500,-6.800,-5.500,-5.700,0.680
'0:00.638',15.600,2.400,-5.000,-4.400,-4.700,0.680
'0:00.639',20.800,3.000,-3.600,-3.700,-3.800,0.680
'0:00.640',26.500,3.500,-2.500,-3.400,-2.700,0.708
'0:00.641',32.500,4.100,-1.500,-2.700,-0.800,0.708
'0:00.642',38.601,5.200,0.100,-0.900,2.500,0.708
'0:00.643',45.001,7.100,2.900,2.400,7.500,0.708
'0:00.644',51.901,10.000,6.900,6.900,13.900,0.708
'0:00.645',59.601,13.500,11.700,11.900,20.800,0.708
'0:00.646',67.801,17.300,16.300,16.200,26.600,0.708
'0:00.647',76.301,20.500,19.600,18.900,30.100,0.708
'0:00.648',84.101,22.500,20.700,19.300,30.700,0.708
'0:00.649',90.301,22.600,19.700,17.800,28.600,0.708
'0:00.650',93.501,20.900,17.000,15.100,24.900,0.579
'0:00.651',93.001,18.000,13.600,12.000,20.800,0.579
'0:00.652',88.601,14.700,10.500,9.200,16.800,0.579
'0:00.653',81.101,11.900,8.100,6.900,13.200,0.579
'0:00.654',71.401,10.200,6.300,4.800,9.500,0.579
'0:00.655',60.301,9.300,4.600,2.600,5.300,0.579
'0:00.656',48.301,8.500,2.700,0.000,0.600,0.579
'0:00.657',35.501,7.200,0.400,-2.800,-4.400,0.579
'0:00.658',21.800,5.100,-2.100,-5.800,-9.100,0.579
'0:00.659',7.600,2.300,-4.400,-8.500,-13.000,0.579
'0:00.660',-6.200,-0.500,-6.300,-10.700,-15.800,0.822
'0:00.661',-18.800,-2.600,-7.500,-12.000,-17.300,0.822
'0:00.662',-29.100,-3.600,-8.000,-12.200,-17.600,0.822
'0:00.663',-36.501,-3.300,-7.800,-11.400,-16.500,0.822
'0:00.664',-40.501,-2.200,-6.800,-9.600,-14.300,0.822
'0:00.665',-40.801,-0.500,-5.200,-7.100,-11.300,0.822
'0:00.666',-38.001,1.300,-3.100,-4.400,-8.300,0.822
'0:00.667',-32.801,3.300,-1.000,-1.900,-5.700,0.822
'0:00.668',-26.600,5.300,0.900,0.100,-3.700,0.822
'0:00.669',-20.600,7.200,2.300,1.600,-2.300,0.822
'0:00.670',-15.600,8.900,3.100,2.700,-1.100,0.579
'0:00.671',-11.500,10.000,3.500,3.500,0.000,0.579
'0:00.672',-7.600,10.400,3.500,3.800,0.900,0.579
'0:00.673',-3.300,10.100,3.100,3.800,1.300,0.579
'0:00.674',1.400,9.200,2.300,3.400,1.000,0.579
'0:00.675',5.700,8.400,1.300,2.800,0.200,0.579
'0:00.676',8.600,8.200,0.400,2.500,-0.600,0.579
'0:00.677',9.500,9.000,0.100,3.000,-0.700,0.579
'0:00.678',9.100,10.800,0.700,4.600,0.200,0.579
'0:00.679',8.500,13.300,2.200,7.000,2.000,0.579
'0:00.680',9.000,15.900,4.200,9.900,4.100,0.500
'0:00.681',10.600,17.900,6.000,12.500,5.900,0.500
'0:00.682',12.600,19.000,7.500,14.600,7.300,0.500
'0:00.683',13.800,19.300,8.600,16.100,8.700,0.500
'0:00.684',13.700,19.200,9.600,17.200,10.400,0.500
'0:00.685',12.400,19.000,10.700,18.100,12.700,0.500
'0:00.686',10.700,18.700,11.800,19.000,15.200,0.500
'0:00.687',9.200,18.100,12.800,19.800,17.700,0.500
'0:00.688',8.200,16.700,13.100,20.400,19.800,0.500
'0:00.689',7.200,14.100,12.700,20.700,21.700,0.500
'0:00.690',5.800,10.300,11.700,20.800,23.600,0.500
'0:00.691',4.100,5.600,10.600,20.900,26.100,0.500
'0:00.692',2.600,0.800,9.900,21.100,29.200,0.500
'0:00.693',2.300,-3.900,9.700,21.500,32.400,0.500
'0:00.694',3.700,-8.300,9.700,21.900,35.301,0.500
'0:00.695',6.100,-12.400,9.600,21.900,37.601,0.500
'0:00.696',8.600,-16.600,8.900,21.500,39.301,0.500
'0:00.697',9.900,-21.000,7.700,20.400,40.801,0.500
'0:00.698',9.300,-25.600,6.200,19.000,42.501,0.500
'0:00.699',7.300,-30.400,4.500,17.200,44.101,0.500
'0:00.700',4.800,-35.201,2.700,15.300,45.401,0.500
'0:00.701',3.000,-40.101,0.600,13.200,45.801,0.500
'0:00.702',2.500,-44.801,-2.200,10.900,44.901,0.500
'0:00.703',3.500,-49.501,-5.500,8.000,43.101,0.500
'0:00.704',5.200,-53.801,-9.100,4.800,40.601,0.500
'0:00.705',6.900,-57.501,-12.300,1.500,38.201,0.500
'0:00.706',8.000,-60.301,-14.600,-1.600,36.401,0.500
'0:00.707',8.200,-62.001,-15.600,-3.800,35.201,0.500
'0:00.708',7.400,-62.601,-15.600,-4.800,34.701,0.500
'0:00.709',6.000,-62.201,-14.900,-4.600,34.301,0.500
'0:00.710',4.500,-61.101,-14.200,-3.500,33.801,0.500
'0:00.711',3.400,-59.701,-14.000,-2.100,32.600,0.500
'0:00.712',3.200,-58.001,-14.400,-1.200,30.400,0.500
'0:00.713',3.800,-56.101,-15.300,-1.300,27.100,0.500
'0:00.714',4.900,-53.801,-16.400,-2.600,22.900,0.500
'0:00.715',5.900,-51.001,-17.200,-4.700,18.100,0.500
'0:00.716',6.200,-47.301,-17.600,-7.200,13.200,0.500
'0:00.717',5.600,-42.701,-17.700,-9.600,8.100,0.500
'0:00.718',4.700,-37.301,-17.500,-11.800,2.900,0.500
'0:00.719',4.000,-31.500,-17.300,-13.700,-2.700,0.500
'0:00.720',4.200,-25.600,-17.200,-15.500,-8.400,0.500
'0:00.721',5.200,-20.200,-17.300,-17.200,-13.800,0.500
'0:00.722',6.700,-15.600,-17.500,-18.700,-18.200,0.500
'0:00.723',8.300,-12.100,-17.500,-19.700,-20.800,0.500
'0:00.724',9.700,-9.700,-17.400,-20.000,-21.700,0.500
'0:00.725',11.000,-8.000,-17.100,-19.800,-21.400,0.500
'0:00.726',12.500,-6.800,-16.600,-19.200,-20.600,0.500
'0:00.727',14.200,-5.800,-16.200,-18.700,-20.500,0.500
'0:00.728',15.300,-4.800,-16.000,-18.600,-21.200,0.500
'0:00.729',15.200,-3.800,-16.100,-19.000,-22.700,0.500
'0:00.730',13.500,-3.000,-16.700,-19.800,-24.500,0.500
'0:00.731',11.000,-2.300,-17.600,-20.700,-26.000,0.500
'0:00.732',9.100,-2.000,-18.500,-21.400,-27.000,0.500
'0:00.733',9.000,-1.900,-19.200,-21.900,-27.400,0.500
'0:00.734',11.200,-2.200,-19.600,-21.900,-27.500,0.500
'0:00.735',14.600,-2.400,-19.500,-21.700,-27.400,0.500
'0:00.736',17.500,-2.600,-19.100,-21.300,-27.200,0.500
'0:00.737',18.300,-2.600,-18.800,-20.700,-27.100,0.500
'0:00.738',16.900,-2.300,-18.600,-20.100,-26.800,0.500
'0:00.739',14.100,-1.800,-18.600,-19.200,-26.300,0.500
'0:00.740',11.300,-1.100,-18.600,-18.100,-25.300,0.500
'0:00.741',9.800,-0.600,-18.200,-16.500,-23.900,0.500
'0:00.742',9.400,-0.100,-17.400,-14.600,-22.000,0.500
'0:00.743',9.700,0.200,-16.200,-12.600,-20.100,0.500
'0:00.744',10.000,0.400,-14.800,-10.800,-18.500,0.500
'0:00.745',10.000,0.700,-13.500,-9.400,-17.400,0.500
'0:00.746',9.900,1.100,-12.300,-8.500,-16.600,0.500
'0:00.747',10.000,1.400,-11.300,-7.800,-15.900,0.500
'0:00.748',9.900,1.700,-10.400,-7.100,-15.000,0.500
'0:00.749',9.400,1.900,-9.400,-6.200,-13.700,0.500
'0:00.750',7.900,1.900,-8.700,-5.200,-12.100,0.500
'0:00.751',5.600,1.900,-8.300,-4.300,-10.300,0.500
'0:00.752',3.500,2.100,-8.400,-3.600,-8.600,0.500
'0:00.753',2.400,2.600,-8.800,-3.000,-7.000,0.500
'0:00.754',2.500,3.400,-9.100,-2.300,-5.600,0.500
'0:00.755',3.300,4.300,-9.000,-1.400,-4.400,0.500
'0:00.756',3.700,5.100,-8.500,-0.200,-3.500,0.500
'0:00.757',3.200,5.500,-7.700,0.900,-2.900,0.500
'0:00.758',1.900,5.500,-7.100,1.300,-2.800,0.500
'0:00.759',0.900,5.100,-7.000,0.700,-3.100,0.500
'0:00.760',1.600,4.600,-7.500,-0.900,-3.700,0.500
'0:00.761',4.200,4.100,-8.300,-3.000,-4.400,0.500
'0:00.762',8.000,3.600,-9.100,-5.100,-5.000,0.500
'0:00.763',11.300,3.100,-9.500,-6.600,-5.400,0.500
'0:00.764',12.700,2.700,-9.500,-7.200,-5.500,0.500
'0:00.765',11.600,2.400,-9.300,-7.100,-5.400,0.500
'0:00.766',8.800,2.400,-9.000,-6.500,-5.100,0.500
'0:00.767',5.700,2.600,-8.700,-5.600,-4.600,0.500
'0:00.768',3.900,3.000,-8.600,-4.600,-4.200,0.500
'0:00.769',4.000,3.400,-8.500,-3.700,-4.000,0.500
'0:00.770',5.600,3.500,-8.600,-3.000,-4.000,0.500
'0:00.771',7.700,3.300,-8.900,-2.700,-3.900,0.500
'0:00.772',9.200,2.800,-9.400,-2.600,-3.700,0.500
'0:00.773',9.300,2.300,-10.100,-2.700,-3.000,0.500
'0:00.774',8.300,2.100,-10.500,-2.700,-2.000,0.500
'0:00.775',7.000,2.500,-10.400,-2.400,-1.000,0.500
'0:00.776',6.300,3.300,-9.500,-1.800,-0.100,0.500
'0:00.777',6.800,4.600,-8.000,-0.700,0.400,0.500
'0:00.778',8.300,6.000,-6.300,0.400,0.700,0.500
'0:00.779',10.000,7.200,-4.900,1.400,1.000,0.500
'0:00.780',11.100,8.200,-3.900,2.100,1.400,0.500
'0:00.781',11.200,8.800,-3.400,2.600,2.100,0.500
'0:00.782',10.300,9.000,-3.200,2.900,2.700,0.500
'0:00.783',9.300,9.000,-2.900,2.900,3.100,0.500
'0:00.784',8.600,8.700,-2.500,2.700,3.000,0.500
'0:00.785',8.400,8.200,-2.000,2.100,2.300,0.500
'0:00.786',8.200,7.600,-1.600,1.200,1.300,0.500
'0:00.787',7.300,6.700,-1.700,0.000,0.000,0.500
'0:00.788',5.500,5.700,-2.500,-1.000,-1.400,0.500
'0:00.789',3.300,4.500,-3.700,-1.600,-2.600,0.500
'0:00.790',1.800,3.200,-5.300,-1.700,-3.500,0.500
'0:00.791',1.500,1.900,-6.900,-1.500,-4.000,0.500
'0:00.792',2.600,0.800,-8.000,-1.200,-4.100,0.500
'0:00.793',4.000,0.200,-8.600,-0.800,-3.700,0.500
'0:00.794',4.900,0.200,-8.500,-0.600,-2.800,0.500
'0:00.795',4.600,0.700,-7.900,-0.300,-1.900,0.500
'0:00.796',4.000,1.400,-7.100,0.100,-1.200,0.500
'0:00.797',4.200,1.900,-6.500,0.400,-1.000,0.500
'0:00.798',6.000,1.900,-6.300,0.800,-1.300,0.500
'0:00.799',8.900,1.500,-6.600,1.000,-2.000,0.500
'0:00.800',11.700,0.900,-7.100,1.000,-2.700,0.500
'0:00.801',12.500,0.500,-7.600,1.000,-3.200,0.500
'0:00.802',10.900,0.400,-8.000,0.800,-3.500,0.500
'0:00.803',7.400,0.700,-8.300,0.500,-3.600,0.500
'0:00.804',3.900,1.000,-8.400,0.100,-3.600,0.500
'0:00.805',2.400,0.900,-8.500,-0.400,-3.500,0.500
'0:00.806',3.300,0.500,-8.500,-1.100,-3.400,0.500
'0:00.807',6.200,-0.200,-8.300,-1.700,-2.900,0.500
'0:00.808',9.600,-0.600,-7.800,-2.000,-2.100,0.500
'0:00.809',11.900,-0.400,-7.000,-1.900,-0.900,0.500
'0:00.810',12.400,0.500,-6.100,-1.400,0.300,0.500
'0:00.811',11.600,1.800,-5.200,-0.700,1.100,0.500
'0:00.812',10.100,3.100,-4.500,-0.100,1.200,0.500
'0:00.813',8.700,3.800,-3.800,0.000,0.800,0.500
'0:00.814',7.800,3.900,-3.200,-0.400,0.000,0.500
'0:00.815',7.500,3.400,-2.700,-1.000,-0.600,0.500
'0:00.816',7.600,2.700,-2.400,-1.600,-0.900,0.500
'0:00.817',8.000,2.100,-2.400,-1.900,-0.600,0.500
'0:00.818',8.700,1.900,-2.600,-1.800,-0.200,0.500
'0:00.819',9.400,1.900,-2.900,-1.200,0.400,0.500
'0:00.820',9.800,2.100,-3.300,-0.500,0.700,0.500
'0:00.821',9.600,2.300,-3.500,0.100,0.800,0.500
'0:00.822',8.400,2.300,-3.800,0.400,0.600,0.500
'0:00.823',6.300,2.100,-4.200,0.500,0.400,0.500
'0:00.824',3.800,1.700,-4.700,0.400,0.200,0.500
'0:00.825',1.600,1.400,-5.400,0.400,0.200,0.500
'0:00.826',0.200,1.400,-5.800,0.400,0.500,0.500
'0:00.827',0.000,1.600,-5.800,0.500,0.800,0.500
'0:00.828',0.800,2.000,-5.400,0.600,1.000,0.500
'0:00.829',2.200,2.000,-4.800,0.600,0.900,0.500
'0:00.830',3.700,1.500,-4.400,0.500,0.600,0.500
'0:00.831',5.000,0.300,-4.600,0.200,0.100,0.500
'0:00.832',5.700,-1.100,-5.300,-0.300,-0.400,0.500
'0:00.833',5.600,-2.400,-6.200,-1.100,-0.700,0.500
